"116h -- Rakennukset (lkm, m2) käyttötarkoituksen ja lämmitysaineen mukaan, 2019"

"Rakennuksen lämmitysaine","Alue","Vuosi","Rakennuksen kerrosala (m2) Yhteensä","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"Öljy, kaasu","Kristiinankaupunki","2019",278393,128643,18889,6931,26511,6307,10078,8221,6262,5816,35351,23901,1483
"Öljy, kaasu","Kruunupyy","2019",227828,133080,9162,9402,8108,3503,4026,4678,2770,4499,34044,12911,1645
"Öljy, kaasu","Kuhmo","2019",56395,30985,1520,0,6321,663,7068,3727,330,1125,3645,246,765
"Öljy, kaasu","Kuhmoinen","2019",94194,20969,8885,15383,7967,3772,4224,10198,3215,6964,11197,10,1410
"Öljy, kaasu","Kumlinge","2019",11381,6751,0,0,1658,200,314,0,0,1558,900,0,0
"Öljy, kaasu","Kuopio","2019",711645,326812,49469,65365,45863,11409,17905,18657,5273,22275,120673,27003,941
"Öljy, kaasu","Kuortane","2019",113167,45415,6789,5300,8593,4762,3397,0,2696,4694,26137,2543,2841
"Öljy, kaasu","Kurikka","2019",607233,282013,41850,13272,49601,3907,18200,6221,11832,18325,143836,17524,652
"Öljy, kaasu","Kustavi","2019",34111,12388,5748,0,3536,842,1140,1245,233,0,8224,551,204
"Öljy, kaasu","Kuusamo","2019",206777,110384,15445,16509,24930,1771,12581,677,3274,9886,7601,722,2997
"Öljy, kaasu","Kyyjärvi","2019",49503,15258,8211,240,3519,580,1887,1596,0,556,17145,511,0
"Öljy, kaasu","Kärkölä","2019",135401,57222,9368,6977,7570,4453,1802,1664,1928,650,41369,867,1531
"Öljy, kaasu","Kärsämäki","2019",23771,10147,1525,260,3573,1115,1951,857,0,0,3989,354,0
"Öljy, kaasu","Kökar","2019",6651,4628,0,0,1277,178,0,0,0,568,0,0,0
"Öljy, kaasu","Lahti","2019",1281518,475371,24382,39807,143482,11192,23631,7121,8600,15274,447513,82143,3002
"Öljy, kaasu","Laihia","2019",183403,90561,18848,11956,16105,2219,2809,3636,1718,8329,19855,7367,0
"Öljy, kaasu","Laitila","2019",213136,111690,14751,2572,6628,789,5571,3654,813,5425,57984,3139,120
"Öljy, kaasu","Lapinjärvi","2019",112496,45624,8796,2214,5756,1327,1723,3891,2864,6480,33713,108,0
"Öljy, kaasu","Lapinlahti","2019",157776,73972,9074,12708,8911,3570,6797,1010,3206,6616,27122,1057,3733
"Öljy, kaasu","Lappajärvi","2019",107548,58101,6153,5944,4067,4100,2295,1766,4128,1691,17421,1574,308
"Öljy, kaasu","Lappeenranta","2019",806526,466152,30204,22964,51253,4510,31590,10380,5812,13032,141954,27003,1672
"Öljy, kaasu","Lapua","2019",314128,199206,14522,7268,20647,8662,6061,1067,2732,9154,38159,5524,1126
"Öljy, kaasu","Laukaa","2019",324693,165632,33961,17262,14310,6444,8625,4895,6051,8164,54164,4790,395
"Öljy, kaasu","Lemi","2019",50316,35237,3239,0,1111,1357,0,2419,868,0,5111,168,806
"Öljy, kaasu","Lemland","2019",36913,27743,698,840,1313,579,357,2426,350,1150,305,1152,0
"Öljy, kaasu","Lempäälä","2019",512082,201794,37247,32769,7278,3520,3762,8399,3663,17007,135737,60510,396
"Öljy, kaasu","Leppävirta","2019",148711,67534,8912,20574,7341,2739,1530,2382,3394,5817,28050,388,50
"Öljy, kaasu","Lestijärvi","2019",15288,7341,2369,0,938,0,1035,2190,500,715,200,0,0
"Öljy, kaasu","Lieksa","2019",239557,104330,29533,28651,25463,868,6684,8211,3118,18103,11580,3016,0
"Öljy, kaasu","Lieto","2019",437148,259506,11249,5977,12593,6872,10870,3535,6218,8302,95727,10766,5533
"Öljy, kaasu","Liminka","2019",98255,53665,9639,400,10420,632,1360,2665,1648,5308,12324,0,194
"Öljy, kaasu","Liperi","2019",185135,62806,27013,18755,7224,4878,6027,4105,2218,11171,38453,2485,0
"Öljy, kaasu","Lohja","2019",1284444,430470,53053,152804,85207,20458,21884,25626,25735,34873,381296,49532,3506
"Öljy, kaasu","Loimaa","2019",568614,215673,23122,75210,39698,9366,13372,6317,8887,20483,141350,13934,1202
"Öljy, kaasu","Loppi","2019",173881,77047,12360,11139,13338,5126,5466,6707,5623,5629,21264,9822,360
"Öljy, kaasu","Loviisa","2019",439311,155552,32945,70139,28030,7899,11645,5458,12456,13423,85933,13347,2484
"Öljy, kaasu","Luhanka","2019",11102,4973,1451,280,1076,180,90,0,781,1182,636,0,453
"Öljy, kaasu","Lumijoki","2019",23956,13544,6915,0,1089,495,430,209,743,0,385,0,146
"Öljy, kaasu","Lumparland","2019",5701,4471,0,0,0,0,557,100,0,573,0,0,0
"Öljy, kaasu","Luoto","2019",127683,80217,7386,2433,1226,620,702,1470,2880,4748,25494,0,507
"Öljy, kaasu","Luumäki","2019",135959,53870,17360,3414,9462,1661,1632,2378,4943,3468,36316,673,782
"Öljy, kaasu","Maalahti","2019",158390,87175,11097,1401,6804,4139,2204,3453,3878,9791,25221,3018,209
"Öljy, kaasu","Maarianhamina - Mariehamn","2019",357233,167785,19929,80838,29008,5075,5780,541,865,2544,32630,12088,150
"Öljy, kaasu","Marttila","2019",69125,37160,5282,3487,2674,2891,2392,2940,1683,1790,5426,2050,1350
"Öljy, kaasu","Masku","2019",250057,153892,18090,9609,12567,3732,3807,16711,1696,5992,17532,4323,2106
"Öljy, kaasu","Merijärvi","2019",12467,3914,2666,194,127,177,413,0,0,65,4911,0,0
"Öljy, kaasu","Merikarvia","2019",87516,33578,2455,5882,6594,5226,2307,2919,4028,5868,16856,955,848
"Öljy, kaasu","Miehikkälä","2019",34637,17539,4902,2578,1157,1131,150,3792,311,1845,1232,0,0
"Öljy, kaasu","Mikkeli","2019",655921,313680,72875,54574,31993,9816,26470,19030,10239,13000,93457,10323,464
"Öljy, kaasu","Muhos","2019",106244,53118,12350,5644,4069,927,2935,323,1932,13320,8753,978,1895
"Öljy, kaasu","Multia","2019",40617,16576,6479,1714,1441,1177,898,2608,0,909,7251,1564,0
"Öljy, kaasu","Muonio","2019",82802,23356,3383,1560,18577,5604,11303,2325,3896,11586,128,954,130
"Öljy, kaasu","Mustasaari","2019",505409,258442,46023,19246,15670,3448,11123,6868,8346,8005,112815,12662,2761
"Öljy, kaasu","Muurame","2019",173962,83556,24703,14356,3361,535,1463,0,0,2581,41271,314,1822
"Öljy, kaasu","Mynämäki","2019",250386,110420,23430,15808,11963,9112,5053,8760,5989,14099,40507,2211,3034
"Öljy, kaasu","Myrskylä","2019",43469,21837,3118,0,1453,1168,2466,1570,746,2557,7615,458,481
"Öljy, kaasu","Mäntsälä","2019",343572,156419,22606,7523,32396,6055,12640,7281,3317,11974,69384,11401,2576
"Öljy, kaasu","Mänttä-Vilppula","2019",254037,117797,33106,19256,12108,466,9309,7650,2821,5974,41874,1608,2068
"Öljy, kaasu","Mäntyharju","2019",115708,46963,23625,10812,4944,2545,1386,1080,1200,4430,18583,140,0
"Öljy, kaasu","Naantali","2019",314831,159671,24203,20108,8878,3662,2472,7232,1801,12705,44440,29432,227
"Öljy, kaasu","Nakkila","2019",228009,97502,11621,4831,3430,1366,2910,446,421,8474,90636,4675,1697
"Öljy, kaasu","Nivala","2019",144019,85254,10556,9398,11297,0,4792,930,5351,5557,9495,1149,240
"Öljy, kaasu","Nokia","2019",574651,229270,28483,73427,23597,5273,9492,5085,4244,5368,177234,11036,2142
"Öljy, kaasu","Nousiainen","2019",144653,101897,4324,9332,2024,2857,1678,1175,2146,7675,7458,1994,2093
"Öljy, kaasu","Nurmes","2019",219384,72490,50013,42034,11330,1213,5999,2986,1357,17043,14396,523,0
"Öljy, kaasu","Nurmijärvi","2019",690954,386869,50653,48532,18224,6362,15856,6182,4975,27036,92960,32553,752
"Öljy, kaasu","Närpiö","2019",371277,188896,12575,32353,27406,9006,13904,3062,6223,3900,67024,4191,2737
"Öljy, kaasu","Orimattila","2019",440459,190179,30582,8772,11614,717,9276,7752,9996,19673,117602,34013,283
"Öljy, kaasu","Oripää","2019",47239,19763,2676,2523,7916,853,1640,0,691,1444,9533,0,200
"Öljy, kaasu","Orivesi","2019",204650,88054,25184,23625,11119,2803,3742,2261,5824,10973,27913,2601,551
"Öljy, kaasu","Oulainen","2019",154138,49533,19357,16533,6765,3288,4696,0,3648,6406,42518,1394,0
"Öljy, kaasu","Oulu","2019",1223099,714460,119142,80576,54459,18127,16622,14079,22049,42894,95935,39725,5031
"Öljy, kaasu","Outokumpu","2019",122451,33196,4355,8767,6987,440,3374,469,4265,4686,55332,500,80
"Öljy, kaasu","Padasjoki","2019",102144,28678,8242,9364,7714,1292,2895,10135,2145,12917,17799,963,0
"Öljy, kaasu","Paimio","2019",195021,123546,4915,10671,6125,1678,2605,5048,2636,3138,21622,13037,0
"Öljy, kaasu","Paltamo","2019",50638,16528,4675,357,7210,1215,1088,2094,1531,11000,4785,155,0
"Öljy, kaasu","Parainen","2019",442960,230850,23529,34076,23657,7409,7047,10029,9194,10894,75973,8064,2238
"Öljy, kaasu","Parikkala","2019",64922,27640,3059,4207,10576,1302,4527,362,732,3302,8965,0,250
"Öljy, kaasu","Parkano","2019",171920,97448,9978,18601,6073,316,7289,2378,3803,1346,22968,1720,0
"Öljy, kaasu","Pedersören kunta","2019",340171,174019,9727,5113,6420,4510,7763,2165,1798,6956,106590,11301,3809
"Öljy, kaasu","Pelkosenniemi","2019",19228,5574,2008,1070,7346,290,210,330,1576,0,824,0,0
"Öljy, kaasu","Pello","2019",115901,58568,6227,8072,18298,4811,3461,0,1589,2285,9405,1934,1251
"Öljy, kaasu","Perho","2019",45762,29494,2533,0,3699,0,1689,426,833,2839,3159,1090,0
"Öljy, kaasu","Pertunmaa","2019",39552,12545,7157,1383,5741,3255,1294,1358,1399,0,3703,1001,716
"Öljy, kaasu","Petäjävesi","2019",74951,28048,7141,325,5453,150,1409,2572,720,1509,27624,0,0
"Öljy, kaasu","Pieksämäki","2019",303559,131434,26245,40970,15522,5036,5063,14070,7040,12609,42068,3131,371
"Öljy, kaasu","Pielavesi","2019",36787,19950,0,2120,6330,0,1379,460,1234,2941,1933,440,0
"Öljy, kaasu","Pietarsaari","2019",531220,219124,16960,104296,16239,12594,9258,11805,35911,8260,87442,5469,3862
"Öljy, kaasu","Pihtipudas","2019",108459,35095,27084,7687,9787,2474,4011,0,2892,6307,11650,317,1155
"Öljy, kaasu","Pirkkala","2019",364744,145596,44189,36804,28868,6006,7920,2672,1665,2650,76953,10302,1119
"Öljy, kaasu","Polvijärvi","2019",36604,14262,8791,189,3884,213,1708,776,0,2048,4733,0,0
"Öljy, kaasu","Pomarkku","2019",70614,29579,3821,2883,1909,3914,1434,1398,3280,574,18273,3324,225
"Öljy, kaasu","Pori","2019",1733781,931802,55265,98377,93842,31911,44896,13844,20442,33131,313618,93469,3184
"Öljy, kaasu","Pornainen","2019",60486,43058,1218,3580,1226,905,1884,1680,1783,949,3687,516,0
"Öljy, kaasu","Porvoo","2019",646554,430511,30668,42727,14331,3323,15607,8633,9481,18060,58407,13503,1303
"Öljy, kaasu","Posio","2019",69642,35599,10598,181,9244,3292,1386,1760,1215,2917,3034,179,237
"Öljy, kaasu","Pudasjärvi","2019",107161,51940,7012,2394,8583,10,5253,5510,1400,10139,10603,4317,0
"Öljy, kaasu","Pukkila","2019",37894,18199,4418,1303,2442,1772,576,392,1168,5040,1866,506,212
"Öljy, kaasu","Punkalaidun","2019",98037,30084,13719,5234,8197,3216,2597,12005,2702,3907,14858,643,875
"Öljy, kaasu","Puolanka","2019",29477,12265,2126,160,7688,285,1186,0,2350,471,2514,432,0
"Öljy, kaasu","Puumala","2019",31687,12523,5078,1648,2954,747,2067,0,0,1361,5309,0,0
"Öljy, kaasu","Pyhtää","2019",178909,93439,22944,8674,11941,483,2861,3836,3500,2430,25876,2106,819
"Öljy, kaasu","Pyhäjoki","2019",61524,26228,4774,340,3660,540,2349,4129,577,432,15539,1951,1005
"Öljy, kaasu","Pyhäjärvi","2019",86737,32567,4416,10664,11516,4095,2415,1439,2469,9038,6815,1303,0
"Öljy, kaasu","Pyhäntä","2019",29106,7078,5483,0,2755,2002,0,623,1326,2444,6488,28,879
"Öljy, kaasu","Pyhäranta","2019",60058,27017,3939,0,1936,3361,3119,0,670,1791,18225,0,0
"Öljy, kaasu","Pälkäne","2019",195569,65529,10301,11601,20238,3315,5553,6694,4976,8429,56653,2010,270
"Öljy, kaasu","Pöytyä","2019",193234,96007,10613,7149,6152,6375,3956,9772,2886,11952,32637,5735,0
"Öljy, kaasu","Raahe","2019",375654,239742,20758,8262,19013,3524,8347,3633,2301,6985,58393,4229,467
"Öljy, kaasu","Raasepori","2019",1147495,373608,39953,178131,75216,42062,35245,28818,25134,47305,270870,27790,3363
"Öljy, kaasu","Raisio","2019",378168,207399,14565,22892,10685,6964,6300,1401,1329,9448,73324,22381,1480
"Öljy, kaasu","Rantasalmi","2019",45555,20856,4759,3512,2381,25,1049,786,756,2944,7619,330,538
"Öljy, kaasu","Ranua","2019",75887,28252,15729,1320,6688,739,1906,4905,146,5375,7448,3379,0
"Öljy, kaasu","Rauma","2019",1054084,467577,102748,192211,55619,10273,14282,13102,7662,14885,157148,17735,842
"Öljy, kaasu","Rautalampi","2019",50371,17492,6106,5582,8027,2118,3685,0,2933,1469,2837,0,122
"Öljy, kaasu","Rautavaara","2019",29749,10746,3955,327,6405,453,504,588,1733,611,3056,760,611
"Öljy, kaasu","Rautjärvi","2019",49179,32858,3634,0,4677,465,2222,1138,1479,635,1530,249,292
"Öljy, kaasu","Reisjärvi","2019",39825,22065,8584,320,1915,347,3033,0,1223,1518,820,0,0
"Öljy, kaasu","Riihimäki","2019",379630,161288,15526,14123,18044,9857,16564,0,2578,5571,109115,26904,60
"Öljy, kaasu","Ristijärvi","2019",13986,7064,1945,0,2922,201,114,0,200,245,1280,15,0
"Öljy, kaasu","Rovaniemi","2019",661673,234450,39171,148866,70906,20855,17683,12365,11063,17077,66832,21254,1151
"Öljy, kaasu","Ruokolahti","2019",113207,61022,9418,2507,7617,1121,1410,325,513,9554,17993,660,1067
"Öljy, kaasu","Ruovesi","2019",160738,55319,16951,26149,7183,4937,1189,9838,1695,5289,26526,3875,1787
"Öljy, kaasu","Rusko","2019",157792,92684,4503,1180,4337,170,3621,2853,567,4193,40982,2411,291
"Öljy, kaasu","Rääkkylä","2019",26588,9399,1447,275,4382,560,1022,220,445,1023,6880,935,0
"Öljy, kaasu","Saarijärvi","2019",238490,115682,19376,5451,15876,2016,6316,2384,6551,9270,51061,3936,571
"Öljy, kaasu","Salla","2019",75773,41840,9307,1244,6514,1407,3665,2130,3893,1649,4124,0,0
"Öljy, kaasu","Salo","2019",1518004,615607,106469,127567,95059,21520,35199,25981,24856,35217,367018,56280,7231
"Öljy, kaasu","Saltvik","2019",58884,44093,1790,760,3316,833,328,1343,360,3945,1572,0,544
"Öljy, kaasu","Sastamala","2019",872898,355560,48668,98349,57616,13233,24939,36125,19259,43681,156909,14300,4259
"Öljy, kaasu","Sauvo","2019",72227,44730,4031,2282,1998,1035,2034,3430,1281,3343,7450,359,254
"Öljy, kaasu","Savitaipale","2019",64702,30220,11943,1127,3653,1365,3488,2605,1577,447,8277,0,0
"Öljy, kaasu","Savonlinna","2019",635558,163467,82569,174048,41313,14955,29929,25970,23329,24652,42557,12646,123
"Öljy, kaasu","Savukoski","2019",26714,10423,4039,0,2896,690,2184,0,721,423,5338,0,0
"Öljy, kaasu","Seinäjoki","2019",1110455,470416,120586,109440,72404,28929,28078,10972,30956,15538,156903,56376,9857
"Öljy, kaasu","Sievi","2019",137414,41831,13547,4019,4593,1203,1451,1704,1942,2393,62983,1000,748
"Öljy, kaasu","Siikainen","2019",39391,11727,5380,2400,3510,3500,1165,968,1396,1964,7149,232,0
"Öljy, kaasu","Siikajoki","2019",78503,42204,15748,971,844,1087,1135,734,3153,6171,4173,850,1433
"Öljy, kaasu","Siikalatva","2019",99526,45437,25795,709,3779,3247,3230,2921,3501,2239,6081,1676,911
"Öljy, kaasu","Siilinjärvi","2019",193836,96102,15189,10331,12300,1241,8365,1528,1824,8800,36716,1197,243
"Öljy, kaasu","Simo","2019",53239,37312,7236,1858,1803,362,943,178,862,1397,1149,0,139
"Öljy, kaasu","Sipoo","2019",335700,220636,9413,22804,10115,2416,4119,4687,6728,13225,35526,5164,867
"Öljy, kaasu","Siuntio","2019",92816,61109,8208,4312,1048,775,5554,520,1745,2201,5031,1246,1067
"Öljy, kaasu","Sodankylä","2019",129469,48834,7235,9654,12332,3406,4614,1970,3039,384,35447,1482,1072
"Öljy, kaasu","Soini","2019",39574,22389,6343,0,2516,645,1385,960,595,3291,582,837,31
"Öljy, kaasu","Somero","2019",241651,125028,14571,25933,11384,3428,4752,1384,4332,5078,34925,10331,505
"Öljy, kaasu","Sonkajärvi","2019",61034,27738,5185,2183,4655,209,1065,3792,2741,2668,10441,357,0
"Öljy, kaasu","Sotkamo","2019",99247,40837,2678,2984,17442,2285,2505,0,6039,5553,14725,4199,0
"Öljy, kaasu","Sottunga","2019",4481,4255,0,0,0,0,226,0,0,0,0,0,0
"Öljy, kaasu","Sulkava","2019",58941,19116,9761,2477,5469,2441,2078,4447,1283,4642,6233,180,814
"Öljy, kaasu","Sund","2019",28796,18656,1089,164,527,360,120,775,688,2235,3865,0,317
"Öljy, kaasu","Suomussalmi","2019",104767,29895,8740,4876,12838,2252,4812,5653,2318,15166,14665,2339,1213
"Öljy, kaasu","Suonenjoki","2019",101711,33589,7058,17872,10225,1542,3215,2476,1243,5451,16173,2867,0
"Öljy, kaasu","Sysmä","2019",82206,31381,9589,3650,5798,2889,3434,157,1350,3847,18665,546,900
"Öljy, kaasu","Säkylä","2019",231361,121857,6305,7015,9745,5713,5622,5087,4199,8310,43659,13849,0
"Öljy, kaasu","Taipalsaari","2019",74443,47206,7462,2225,4682,791,627,1055,666,964,7040,841,884
"Öljy, kaasu","Taivalkoski","2019",50574,28249,2841,3188,7791,870,1412,0,0,4913,1183,0,127
"Öljy, kaasu","Taivassalo","2019",56984,24470,5871,4407,4365,3708,1993,2433,2091,233,6983,430,0
"Öljy, kaasu","Tammela","2019",101975,55361,2246,8344,5876,545,1447,1363,9589,1542,13817,1845,0
"Öljy, kaasu","Tampere","2019",1777586,817781,119710,226596,62372,16693,18947,10812,24467,4354,411272,54165,10417
"Öljy, kaasu","Tervo","2019",31730,11253,4559,1338,2468,660,439,1192,1719,1387,6029,686,0
"Öljy, kaasu","Tervola","2019",70489,33757,5155,1553,4385,5078,2877,340,1230,7660,8118,336,0
"Öljy, kaasu","Teuva","2019",209310,123468,9276,1147,10512,1468,2515,1066,5103,5452,46878,1244,1181
"Öljy, kaasu","Tohmajärvi","2019",68277,26707,6603,6333,7360,2146,1807,4838,1919,6678,3670,24,192
"Öljy, kaasu","Toholampi","2019",74938,25396,12645,270,5876,0,2003,4033,0,3419,20876,420,0
"Öljy, kaasu","Toivakka","2019",39635,14522,6084,0,4388,411,546,135,58,0,13491,0,0
"Öljy, kaasu","Tornio","2019",437966,199795,51612,50923,20246,3620,13971,12650,2544,12366,60624,9208,407
"Öljy, kaasu","Turku","2019",2338907,718564,136238,611738,71330,37744,84739,25568,39207,96304,355066,160418,1991
"Öljy, kaasu","Tuusniemi","2019",33858,8672,5451,5485,3436,231,1298,2575,466,536,4896,0,812
"Öljy, kaasu","Tuusula","2019",618755,280887,30322,21273,31029,11164,7541,2731,4109,6804,153577,66860,2458
"Öljy, kaasu","Tyrnävä","2019",59954,40325,4766,322,1705,0,1609,1284,939,2369,3180,3455,0
"Öljy, kaasu","Ulvila","2019",331264,229366,22120,6800,12798,3169,2292,3938,2320,4674,35711,6652,1424
"Öljy, kaasu","Urjala","2019",152448,51029,14294,13957,9057,3765,5198,3394,1020,8078,39959,2537,160
"Öljy, kaasu","Utajärvi","2019",25284,10269,5094,186,3194,980,1433,0,0,1674,1855,599,0
"Öljy, kaasu","Utsjoki","2019",35419,11955,7833,352,5777,1240,1407,3210,250,3139,256,0,0
"Öljy, kaasu","Uurainen","2019",51079,19410,6539,272,3811,3544,1540,1001,2612,3240,6661,1734,715
"Öljy, kaasu","Uusikaarlepyy","2019",233616,115373,10340,5492,9644,3286,7095,2197,2550,7258,58018,7786,4577
"Öljy, kaasu","Uusikaupunki","2019",431929,163066,29788,46605,19861,5510,5909,5059,11419,12695,104061,26903,1053
"Öljy, kaasu","Vaala","2019",45734,24277,3117,3238,7557,1455,135,0,516,1929,3510,0,0
"Öljy, kaasu","Vaasa","2019",788141,337084,25827,57421,51536,21652,24404,2668,37910,27417,170222,30661,1339
"Öljy, kaasu","Valkeakoski","2019",394177,204356,20422,52116,14620,6014,8357,1373,5844,3854,71893,5328,0
"Öljy, kaasu","Vantaa","2019",1382325,714314,68310,116264,30888,11172,40050,12988,11275,23530,176869,166213,10452
"Öljy, kaasu","Varkaus","2019",492517,199464,57387,104724,28525,2192,11987,3456,11477,4310,60863,7350,782
"Öljy, kaasu","Vehmaa","2019",68578,37870,5639,2500,1420,2875,2762,361,760,1313,11697,722,659
"Öljy, kaasu","Vesanto","2019",43976,11586,6051,2479,2949,3502,1110,2707,863,493,12236,0,0
"Öljy, kaasu","Vesilahti","2019",63129,46969,1652,1108,1454,990,970,2015,2642,1767,2346,289,927
"Öljy, kaasu","Veteli","2019",127569,68321,9700,697,9519,2887,3251,5256,3097,4922,13900,5824,195
"Öljy, kaasu","Vieremä","2019",29828,17425,342,0,4800,0,0,0,1884,0,5377,0,0
"Öljy, kaasu","Vihti","2019",642929,212938,92605,70129,38949,10953,9043,21678,13999,44328,116109,11632,566
"Öljy, kaasu","Viitasaari","2019",108950,58465,8446,5828,6131,0,8215,990,5579,6298,7912,1086,0
"Öljy, kaasu","Vimpeli","2019",148683,59991,3642,3216,5967,2466,400,5688,7256,7398,49468,1917,1274
"Öljy, kaasu","Virolahti","2019",123956,37136,16285,3755,18526,4619,1989,8119,1337,4664,10903,13535,3088
"Öljy, kaasu","Virrat","2019",161446,62392,9442,10596,14042,3088,2939,1872,7292,5310,40254,4219,0
"Öljy, kaasu","Vårdö","2019",10127,6713,0,287,1685,0,94,0,90,1163,95,0,0
"Öljy, kaasu","Vöyri","2019",271976,133871,14547,9393,11684,5210,4891,4068,8218,9733,60811,9270,280
"Öljy, kaasu","Ylitornio","2019",100709,64239,4471,467,11840,1640,6840,3168,702,2980,4200,0,162
"Öljy, kaasu","Ylivieska","2019",247936,119270,12488,20783,14566,3015,6399,2192,4053,2684,58330,3319,837
"Öljy, kaasu","Ylöjärvi","2019",622387,312964,83288,33101,23596,5105,8778,15392,5446,25897,97097,11068,655
"Öljy, kaasu","Ypäjä","2019",60884,19839,8037,3833,4573,1641,816,667,7899,2094,8603,2882,0
"Öljy, kaasu","Ähtäri","2019",128930,56383,19129,2612,12312,1775,3704,2312,1668,4645,18481,5681,228
"Öljy, kaasu","Äänekoski","2019",407637,183886,25656,69771,21133,3186,9851,11259,10512,12816,57614,266,1687
"Sähkö","KOKO MAA","2019",104276439,73164947,9775015,1439326,3753723,851779,2124782,647629,1619363,461844,7007517,3139781,290733
"Sähkö","Akaa","2019",454282,327339,36646,6307,22446,793,2459,2848,2896,90,35855,15193,1410
"Sähkö","Alajärvi","2019",274142,188087,24617,2121,10353,2350,3782,2724,13388,1858,22346,1872,644
"Sähkö","Alavieska","2019",66251,47414,10444,0,874,0,519,612,965,287,4406,730,0
"Sähkö","Alavus","2019",325396,216674,30103,2444,23611,1169,5351,1241,5568,392,34781,3832,230
"Sähkö","Asikkala","2019",259279,182625,32556,166,9687,1805,2887,241,3081,0,17071,8610,550
